Date,Posted By,Posted By Profile,Tweet URL,Content,Tags,Comments
2022-11-02 21:57:17+00:00,JayPykw,https://twitter.com/JayPykw/,https://twitter.com/JayPykw/status/1587926850042355712,"Our crisprVerse paper is out in @NatureComms.

We developed a one-stop shop CRISPR gRNA design tool that works with any nuclease and genome, and includes functionalities for CRISPRko, CRISPRa, CRISPRi, base editing, and RNA-editing.

https://t.co/4fQPlVtDch",,
2022-10-31 03:05:55+00:00,ChemConnector,https://twitter.com/ChemConnector/,https://twitter.com/ChemConnector/status/1586917355187310592,"I haven't had time to celebrate our paper about Wikipedia curation. We already have a backlog of 100s of new chemicals to work on as new chemicals get registered daily Here's the paper, with co-authors including  @egonwillighagen  and our curation team https://t.co/YEmqgFG7ek",,
2022-10-30 19:08:18+00:00,andrewwhite01,https://twitter.com/andrewwhite01/,https://twitter.com/andrewwhite01/status/1586797159344652289,"Happy to announce new version of molbloom - v0.1.5🚀 Molbloom quickly checks if a compound is purchasable w/o internet. New version has bugfixes and new pre-compiled binaries for OS X, linux, and automatic download for large catalog.

pip install -U molbloo",,
2022-10-27 10:41:50+00:00,atomgraphhq,https://twitter.com/atomgraphhq/,https://twitter.com/atomgraphhq/status/1585582537547681793,"Good news everyone! https://t.co/FANbesANUv is back up with demo applications.
We're eating our own dogfood—this website is running on the latest LinkedDataHub ?",,
2022-10-27 10:31:27+00:00,openneurosci,https://twitter.com/openneurosci/,https://twitter.com/openneurosci/status/1585579923917373441,"our public call w/ @json_dirs on ""information systems, wikis and how to work together"", as part of our efforts to improve how we manage information about open projects. Loads of interesting ideas! worth a watch! https://t.co/IrchDQwGWL
#openscience #neuroscience #openaccess
/n",,
2022-10-25 21:40:30+00:00,atomgraphhq,https://twitter.com/atomgraphhq/,https://twitter.com/atomgraphhq/status/1585023523097309184,https://t.co/2jclB4l5df,,
2022-10-22 16:05:08+00:00,bobdc,https://twitter.com/bobdc/,https://twitter.com/bobdc/status/1583851959937032192,"New blog post tomorrow: Your own free, publicly available SPARQL endpoint (free as in tier).",,
2022-10-21 12:37:02+00:00,mdancho84,https://twitter.com/mdancho84/,https://twitter.com/mdancho84/status/1583437200792117254,"Stop using boxplots...

Use this plot instead.

https://t.co/Xm98QHFVRD 

#rstats #DataScience",,
2022-10-21 12:27:27+00:00,bio_diverse,https://twitter.com/bio_diverse/,https://twitter.com/bio_diverse/status/1583434790438850560,"“I started off as a zoologist hugging trees and orangutans, but now I hug asset managers and bankers, because I realised we can’t save nature by field work alone” Andrew Mitchell

Excellent article on Nature-related Financial Disclosures @TNFD_ 

https://t.co/UjVMQMCiLj",,
2022-10-20 03:03:45+00:00,Pdorrestein1,https://twitter.com/Pdorrestein1/,https://twitter.com/Pdorrestein1/status/1582930541464076288,"Are you looking for solutions that combine feature based molecular networking, ion identity mol networking, spectral matching, molecular formula and structural production etc here is a nice @ProjectJupyter notebook to merge. https://t.co/QnJ5rnC9qj @GNPS_UCSD @tilmweber",,
2022-10-17 11:36:17+00:00,MarioKrenn6240,https://twitter.com/MarioKrenn6240/,https://twitter.com/MarioKrenn6240/status/1581972363620466688,"WUHUU - finally our ""SELFIES and the future of molecular string representations"" from a massive collaboration of 31 people has been published in @CellPressNews @Patterns_CP🤖

https://t.co/K47nqAeTPL

With 16 exciting open challenges at interface AI/material/molecular design 1/",,
2022-10-17 11:24:12+00:00,rdmpage,https://twitter.com/rdmpage/,https://twitter.com/rdmpage/status/1581969322989101056,"A simple tool to find the DOI for a publication of a species name: https://t.co/UJ5uKYRdvb Type in a name, press “go” and with luck we find the paper and DOI.",,
2022-10-13 01:34:00+00:00,remotelysense,https://twitter.com/remotelysense/,https://twitter.com/remotelysense/status/1580371240346210304,"New paper in @Nature: a new system for classifying any ecosystem on Earth. It fills a big gap and aims to support efforts by @redlisteco, @UNBiodiversity, @IPBES and to assess the status of the world's ecosystems. 
https://t.co/YycuGYxcd3",,
2022-10-12 15:47:56+00:00,bio_diverse,https://twitter.com/bio_diverse/,https://twitter.com/bio_diverse/status/1580223754135031809,"Draft global conservation goals under the CBD's Global Biodiversity Framework place a strong emphasis on connectivity.
Planning protected area networks with ecological connectivity at the core can bolster new area-based commitments for biodiversity (eg. 30% x 2030).",,
2022-10-12 15:47:55+00:00,bio_diverse,https://twitter.com/bio_diverse/,https://twitter.com/bio_diverse/status/1580223747444731904,"Here's a new one to read:
Demystifying ecological #connectivity for actionable spatial conservation planning @Trends_Ecol_Evo https://t.co/Kf4ten29iA",,
2022-10-12 13:57:07+00:00,thedataprof,https://twitter.com/thedataprof/,https://twitter.com/thedataprof/status/1580195865213677568,"Building a Dashboard web app in Python - Full @Streamlit Tutorial

In this video, I show you how to build a #Dashboard in #Python using the Streamlit library.

📺 Watch https://t.co/tVpZwK3lhk
🕹️ Demo (version 2) https://t.co/Wp02sbrSnz
📝 Code (version 2) https://t.co/PGUItTB",,
2022-10-12 12:27:36+00:00,pablolubroth,https://twitter.com/pablolubroth/,https://twitter.com/pablolubroth/status/1580173339116466176,read the full blog here: https://t.co/0z7scsu5mo,,
2022-10-11 19:07:15+00:00,serasmann,https://twitter.com/serasmann/,https://twitter.com/serasmann/status/1579911526450094080,Exciting news in conservation science! Simple actions can help mitigate biodiversity decline at large scale. Nice work by researchers at ⁦@infofaunaCH⁩ and ⁦@WSL_research⁩  https://t.co/RKMK408pa4,,
2022-10-09 08:54:19+00:00,compoundchem,https://twitter.com/compoundchem/,https://twitter.com/compoundchem/status/1579032499115593728,"October is #NationalAppleMonth, and apples mean cider — here’s a look at some of the chemistry behind its flavour, aroma and acidity ?",,
2022-10-08 18:08:38+00:00,allison_horst,https://twitter.com/allison_horst/,https://twitter.com/allison_horst/status/1578809608818130945,"purrr::pluck() lets you deftly index into data structures 🦎 Fun to use, bonus you can say ""purrrpluck purrrpluck purrrpluck"" the whole time 👍

https://t.co/Ok0mWch9",,
2022-10-08 16:35:15+00:00,gouttegd,https://twitter.com/gouttegd/,https://twitter.com/gouttegd/status/1578786108045131776,"Presenting the Ontology Development Kit (ODK), a toolkit for building, maintaining, and standardizing biomedical ontologies. https://t.co/PHHpmZg9Nt",,
2022-10-07 07:31:01+00:00,david_das_neves,https://twitter.com/david_das_neves/,https://twitter.com/david_das_neves/status/1578286760748060672,"Check this fantastic tool to visualize  SQL queries. Damn - I would have needed it 13 years ago ;-)
[Tool] SQLFlow
https://t.co/nQ1URashEf 

#SQL #Visualization #Coding #Dev #DB #Data",,
2022-10-07 03:25:28+00:00,GeneCollector,https://twitter.com/GeneCollector/,https://twitter.com/GeneCollector/status/1578224966730153984,"https://t.co/G7BdToLiuH
Here is an alternative to BioRender that is TRULY FREE and actively maintained. Over 1500 vectorized images sorted by license type (all creative commons or MIT). Fully editable icons and soon they will launch an Inkscape library.",,
2022-10-06 11:09:32+00:00,TheIMSF,https://twitter.com/TheIMSF/,https://twitter.com/TheIMSF/status/1577979366197305348,"Excellent article timed nicely for the 100 years anniversary of Aston's Nobel prize.

The discovery of mass spectrometry: https://t.co/DHQWk6K8Wy",,
2022-10-05 21:24:30+00:00,DataChaz,https://twitter.com/DataChaz/,https://twitter.com/DataChaz/status/1577771738926092311,"Looking to understand or explore some JSON? Just paste or upload to visualize it as a graph with https://t.co/n3VlemmLRY! 🤩

Kudos to @aykutsarach for creating this gem in #opensource! ",,
2022-10-03 23:02:22+00:00,ricard_sole,https://twitter.com/ricard_sole/,https://twitter.com/ricard_sole/status/1577071591250620417,"Is evolution predictable? Would the biosphere look the same if we re-played the tape of evolution, as conjectured by SJ Gould? Here's an excellent paper on this challenging problem by Michael Lässig, Ville Mustonen and Aleksandra M. Walczak https://t.co/JesV0AjlZh",,
2022-10-03 19:08:00+00:00,TDataScience,https://twitter.com/TDataScience/,https://twitter.com/TDataScience/status/1577012612553908226,"Erdogan Taskesen explains how to create interactive, stand-alone, and visually attractive charts that are built on the graphics of d3 javascript (d3js) but configurable with Python.  https://t.co/kkOu1Alll0",,
2022-10-03 13:33:39+00:00,razoralign,https://twitter.com/razoralign/,https://twitter.com/razoralign/status/1576928469589454849,GraphBio: A shiny web app to easily perform popular visualization analysis for omics data https://t.co/kP5V6SKkEn,,
2022-09-30 12:52:25+00:00,MetExplore,https://twitter.com/MetExplore/,https://twitter.com/MetExplore/status/1575830928626270208,"Want to use #MetExplore to map your #metabolomics and #lipidomics data? 

Here is a step by step tutorial with example dataset:
https://t.co/2eV1ymmZnF

Only the tip of the iceberg but already a good start!",,
2022-09-30 07:26:02+00:00,LudoCottret,https://twitter.com/LudoCottret/,https://twitter.com/LudoCottret/status/1575748791231459328,"How to infer metabolic regulations from a metabolic network and omics data? 
Joint work with Kerian Thuillier and A. Siegel from @DylissTeam ; @loicpauleve from Labri, Bordeaux @CarolineBaroukh from #LIPME, Toulouse ; and A. Bockmayr from FU, Berlin.  
https://t.co/e7FHSSlTTV",,
2022-09-29 18:04:46+00:00,BursteinLab,https://twitter.com/BursteinLab/,https://twitter.com/BursteinLab/status/1575547145062522882,"Can we ""read"" microbial genomes using language models? We explore this idea in our paper ""Deciphering microbial gene function using natural language processing"" https://t.co/3QrlNdnVuH ?",,
2022-09-29 15:54:42+00:00,AndrewBarnas,https://twitter.com/AndrewBarnas/,https://twitter.com/AndrewBarnas/status/1575514414916448256,"Ecologists: most of our approaches to statistics are wrong and our resulting inferences are invalid.

Also Ecologists:",,
2022-09-28 13:21:13+00:00,chemRxivBiochem,https://twitter.com/chemRxivBiochem/,https://twitter.com/chemRxivBiochem/status/1575113400870486016,"Discovering life’s directed metabolic (sub)paths to interpret biochemical markers using the DSMN
https://t.co/DKmqAQQXDz 
#chemrxiv_biochem",,
2022-09-27 14:49:15+00:00,datamol_io,https://twitter.com/datamol_io/,https://twitter.com/datamol_io/status/1574773168769798147,"If you find Datamol useful, please give us a star on GitHub! 

https://t.co/Wx26YK9gO4

(9/9)",,
2022-09-27 14:06:10+00:00,MetExplore,https://twitter.com/MetExplore/,https://twitter.com/MetExplore/status/1574762324249960448,"📰 Article out, great collab. with @imperialcollege @tebbels @cwieder_ R. Lai &amp; in particular Jake Bundy for leading the work! @NathaliePoupin @clement_frainay @PabloRMier @vinson6431 @JulietteBioinfo 

https://t.co/Rd00cwmHH7

⚠️ Pathway analysis has to be taken with care",,
2022-09-25 12:22:24+00:00,KirkDBorne,https://twitter.com/KirkDBorne/,https://twitter.com/KirkDBorne/status/1574011435856035840,"Tiny #Python Projects — 21 small fun projects for Python beginners designed to build programming skill, teach new algorithms and techniques: https://t.co/dl40lMwmQT
————
#Coding #BigData #DataScience #AI #MachineLearning #DataScientists #100DaysOfCode",,
2022-09-25 08:49:48+00:00,paulfharrison,https://twitter.com/paulfharrison/,https://twitter.com/paulfharrison/status/1573957934404362240,"I've added displaying linked selections to langevitour, using the crosstalk package. #rstats

https://t.co/Ee3uk4zw0m",,
2022-09-22 22:45:23+00:00,BrianKCoombes,https://twitter.com/BrianKCoombes/,https://twitter.com/BrianKCoombes/status/1573081049126551556,I saw this on LinkedIn and thought it was a handy guide for people like me who have trouble remembering the antibiotic compendium (credit: Atul Kumar).,,
2022-09-22 15:12:10+00:00,wbstakeholders,https://twitter.com/wbstakeholders/,https://twitter.com/wbstakeholders/status/1572966996597444608,"We thank @AlbinPCLarsson for presenting us Snowman [1], a static site generator for SPARQL backends. Take a look at awesome Snowman projects [2-3] &amp; tutorial [4].

[1] https://t.co/Ugc5qH8moV
[2] https://t.co/rRRnkQxH17
[3] https://t.co/S2zgnzbKNE
[4] https://t.co/atxZf9gZSD",,
2022-09-22 03:35:58+00:00,KirkDBorne,https://twitter.com/KirkDBorne/,https://twitter.com/KirkDBorne/status/1572791791199346688,"Tiny #Python Projects — 21 small fun projects for Python beginners designed to build programming skill, teach new algorithms and techniques: https://t.co/nzJpUIDo1N
————
#Coding #BigData #DataScience #AI #MachineLearning #DataScientists #100DaysOfCode",,
2022-09-21 09:28:58+00:00,atomgraphhq,https://twitter.com/atomgraphhq/,https://twitter.com/atomgraphhq/status/1572518237291843584,"LinkedDataHub 3.2.14 released! Now with WKT geometry support in map layout mode 🗺️
https://t.co/4BfvqpHkL",,
2022-09-21 07:39:39+00:00,LguSpree,https://twitter.com/LguSpree/,https://twitter.com/LguSpree/status/1572490728043089921,"Hey, have a look at SPARQL Anything https://t.co/nfTqqORg4v, a system for querying any file format (including CSV) with SPARQL. It also implements strategies for querying huge files by reducing memory consumption via source slicing.",,
2022-09-21 06:16:09+00:00,philipvollet,https://twitter.com/philipvollet/,https://twitter.com/philipvollet/status/1572469712751149059,"Parsr transforms PDF, documents, and images into enriched structured data

https://t.co/KedO3YkbTy",,
2022-09-20 15:25:43+00:00,BeniddirM,https://twitter.com/BeniddirM/,https://twitter.com/BeniddirM/status/1572245630503755776,https://t.co/q5YK3Mc6ON,,
2022-09-20 15:19:42+00:00,KirkDBorne,https://twitter.com/KirkDBorne/,https://twitter.com/KirkDBorne/status/1572244114829373443,"10-page PDF covers a semester's worth of introductory probability —⭐️The best and only #Probability Cheat Sheet that you may ever need: https://t.co/NFtjOnR9lN
by @wzchen &amp; @stat110 📊📈
————
#abdsc #BigData #DataScience #Statistics #StatisticalLiteracy #Mathematics #DataLitera",,
2022-09-20 13:18:32+00:00,NatureFoodJnl,https://twitter.com/NatureFoodJnl/,https://twitter.com/NatureFoodJnl/status/1572213620351832066,"September issue: Food system transitions, #Foodsystems diplomacy, #MachineLearning for #foodsecurity, upcycling #food system by-products, global #dietary quality, #ultraprocessed #diet patterns, #nutrients from #farm to #fork, #water #compost...and more!

https://t.co/AHBj3emWq1",,
2022-09-20 11:15:11+00:00,juansequeda,https://twitter.com/juansequeda/,https://twitter.com/juansequeda/status/1572182581315244032,"My Trip report of the @dagstuhl seminar Knowledge Graphs and their Role in the Knowledge Engineering of the 21st Century

Two main takeaways: 1) Users and Methodologies, &amp; 2) Language Models. Plenty of observations and open questions 

https://t.co/tEPGbaoXGT",,
2022-09-20 08:24:28+00:00,anabenlop,https://twitter.com/anabenlop/,https://twitter.com/anabenlop/status/1572139619050741760,Complex agricultural landscapes host more biodiversity than simple ones: A global meta-analysis | Proceedings of the National Academy of Sciences https://t.co/ZQGwu77Xam,,
2022-09-17 14:54:21+00:00,MEVidalSerodio,https://twitter.com/MEVidalSerodio/,https://twitter.com/MEVidalSerodio/status/1571150569666121729,"Our paper on ""Scaling up knowledge graph creation to large and heterogeneous data sources"" has been published. @samstwitting @blackjack2055  @TIB_SDM @l3s_luh @TIBHannover  https://t.co/U8pRQzB6SM",,
2022-09-16 07:36:05+00:00,ontopicvkg,https://twitter.com/ontopicvkg/,https://twitter.com/ontopicvkg/status/1570677889007513606,"In this new article on mapping patterns @SarahKom and @bcogrel link nodes in the graph using a many-to-many relationship tables in the database.

https://t.co/5vyWsmUutw

Combine it with the first two patterns and create a solid #knowledgegraph from your DB.

#rdf
#sparql
#r2rml",,
2022-09-15 22:49:51+00:00,cthoyt,https://twitter.com/cthoyt/,https://twitter.com/cthoyt/status/1570545458526978049,"yup, scientific mentors don't usually care about good code. neither do journals. so it's awfully hard for trainees to figure this stuff out.

here's my science-ready python package template https://t.co/Pmbznl4fVE but still I think it needs tons more effort to hand hold users",,
2022-09-12 22:02:21+00:00,lubianat,https://twitter.com/lubianat/,https://twitter.com/lubianat/status/1569446342937972737,"Technical query of the day:

Items about cells that are not classified (P31 or P279) on Wikidata 

https://t.co/zOkV2VUNtB

(based on a query by @Tagishsimon )

#Wikidata #SPARQL",,
2022-09-11 11:58:02+00:00,MohsineMahraj,https://twitter.com/MohsineMahraj/,https://twitter.com/MohsineMahraj/status/1568931874499616774,What to include in a research proposal. Qtd. @PhDVoice @ThePhDPlace @Phd_jeu,,
2022-09-09 17:31:18+00:00,aaranged,https://twitter.com/aaranged/,https://twitter.com/aaranged/status/1568290965814931468,The Lothbrok approach for SPARQL Query Optimization over Decentralized Knowledge Graphs @chraebe et al. - cc: @BranaRakic et al. https://t.co/TLwGPwP23z,,
2022-09-09 11:06:02+00:00,NatureEcoEvo,https://twitter.com/NatureEcoEvo/,https://twitter.com/NatureEcoEvo/status/1568194009289396226,"Life through the lens of metabolism 
https://t.co/YFjAEDQwU1 
@eme_laura and @cstairs review Nick Lane's 'Transformer: The Deep Chemistry of Life and Death'",,
2022-09-08 08:44:41+00:00,WikiResearch,https://twitter.com/WikiResearch/,https://twitter.com/WikiResearch/status/1567796052991819778,"""AutoQGS: Auto-Prompt for Low-Resource Knowledge-based Question Generation from SPARQL""

(Xiong et al, 2022)

paper: https://t.co/flEnCng5RF
code and data: https://t.co/LR2SrWRtrX",,
2022-09-02 12:00:20+00:00,RinkeHoekstra,https://twitter.com/RinkeHoekstra/,https://twitter.com/RinkeHoekstra/status/1565670959679508487,"Just published our #linkeddata extension for VSCode. Visualize, transform, validate and query your #rdf directly on your files in VSCode. Enjoy 😊 https://t.co/Mkj6vdlMfB #elsevie",,
2022-08-31 12:32:19+00:00,wendympatterson,https://twitter.com/wendympatterson/,https://twitter.com/wendympatterson/status/1564954233945858048,"The topic: Who owns science?
Q1: What are the data companies, posing as publishers, collecting? @greenarchives1 - not just article tracking but tracking our careers, deciding ultimately who gets promotions and grants. More in her book ""Data Cartels""",,
2022-08-31 04:53:52+00:00,researchremix,https://twitter.com/researchremix/,https://twitter.com/researchremix/status/1564838863373479936,love you made this open!  would you be up for submitting it to https://t.co/3u4ADD1z6R to help it be discovered in the future?,,
2022-08-30 23:34:45+00:00,lubianat,https://twitter.com/lubianat/,https://twitter.com/lubianat/status/1564758554405486592,"Just found @cthoyt's https://t.co/BHlzTmkams, awesome!",,
2022-08-30 18:11:08+00:00,choldgraf,https://twitter.com/choldgraf/,https://twitter.com/choldgraf/status/1564677112358993920,"✨We're sharing a grant narrative✨

We recently submitted a grant to @cziscience to provide infrastructure, guidance, and training in cloud workflows for communities in Latin America and Africa.

- Blog post: https://t.co/KGppuLr4dw
- Zenodo entry: https://t.co/R6if02lBXp

🧵",,
2022-08-30 12:50:36+00:00,linkedktk,https://twitter.com/linkedktk/,https://twitter.com/linkedktk/status/1564596446921359360,"Great post by @katsi111 on the three layers in a Knowledge Graph. I tried to explain this to customers but failed so far to formulate it properly, so thanks :)
Also mentions @semanticarts work &amp; gist upper ontology.
https://t.co/bu6G27qu2f",,
2022-08-28 21:29:30+00:00,bobdc,https://twitter.com/bobdc/,https://twitter.com/bobdc/status/1564002259037573120,New blog entry: Learn RDF in Y minutes  https://t.co/83K7ODvzIV,,
2022-08-25 20:17:14+00:00,OlorenAI,https://twitter.com/OlorenAI/,https://twitter.com/OlorenAI/status/1562896908959358976,"We're releasing Oloren ChemEngine (oce), an open-source Python library for molecular property prediction, uncertainty quantification, interpretability, and more.

You can create state-of-the-art molecular property predictors in &lt; 10 lines of code.

https://t.co/4lPgbAjXzJ",,
2022-08-22 17:22:09+00:00,rdmpage,https://twitter.com/rdmpage/,https://twitter.com/rdmpage/status/1561765682378932226,Exploring  the ways taxonomic databases link to the literature.,,
2022-08-22 08:08:18+00:00,sagaOptics,https://twitter.com/sagaOptics/,https://twitter.com/sagaOptics/status/1561626302490320896,"Hummingbird hawkmoth, Taubenschwänzchen, Macroglossum stellatarum.

#lepidoptera #portrait",,
2022-08-20 17:20:42+00:00,OACerebro,https://twitter.com/OACerebro/,https://twitter.com/OACerebro/status/1561040543135809536,"Guía rápida para escribir un proyecto de investigación.

♾️ https://t.co/mQY3ppq8m0",,
2022-08-16 13:53:24+00:00,fastworkers6,https://twitter.com/fastworkers6/,https://twitter.com/fastworkers6/status/1559538822546747392,The Paperpot can reduce planting time by 88% https://t.co/Dzq1qZz77t,,
2022-08-12 15:46:50+00:00,dendronhq,https://twitter.com/dendronhq/,https://twitter.com/dendronhq/status/1558117817769406465,"This week's entry in the Dendron Reading Series - Things I've learned about writing good READMEs by @hackergrrl 

&lt;https://t.co/oJKUGb56Kz&gt;

Claim: READMEs matter - some tips on writing them well",,
2022-08-10 19:11:51+00:00,AndreasPeschel1,https://twitter.com/AndreasPeschel1/,https://twitter.com/AndreasPeschel1/status/1557444635257176067,"We urgently need solutions:
https://t.co/jBAicgPFTW",,
2022-08-10 04:58:00+00:00,JapanTraCul,https://twitter.com/JapanTraCul/,https://twitter.com/JapanTraCul/status/1557229755140907008,"Dragon Ascending Over Mount Fuji, by Suzuki Gako, 19h century

#nihonga",,
2022-08-08 18:58:56+00:00,skepteis,https://twitter.com/skepteis/,https://twitter.com/skepteis/status/1556716607875039233,"""Around the world, flammable invasive grasses are increasing the risks of damaging wildfires""

https://t.co/j7PEjNGcZ8",,
2022-08-08 12:27:59+00:00,EvolvedBiofilm,https://twitter.com/EvolvedBiofilm/,https://twitter.com/EvolvedBiofilm/status/1556618224250376192,"See our @mbiojournal commentary with Francesca Sartor on rhytmic colony patterns and the conceptual requirements for proving the presence of a prokaryotic circadian clock behind pattern formation

/on the paper by @lj_kahl et al from @laahrs

#circadian

https://t.co/6Wwv79x7xv",,
2022-08-06 17:42:00+00:00,gunsnrosesgirl3,https://twitter.com/gunsnrosesgirl3/,https://twitter.com/gunsnrosesgirl3/status/1555972470217359360,"A Lego submarine that actually works and has depth control

Source of video: Brick Experiment Channel: 
https://t.co/NMov2JKeS4",,
2022-08-06 07:04:31+00:00,Shipei_Xing,https://twitter.com/Shipei_Xing/,https://twitter.com/Shipei_Xing/status/1555812042186977280,"We confidently discovered &gt;5,000 database-unarchived molecular formulae using a bottom-up MS/MS interrogation strategy. Another step towards illuminating the “dark matter” in untargeted #metabolomics! 😎Check out our preprint version here!  https://t.co/7H90dBV3m",,
2022-08-06 06:24:32+00:00,ypriverol,https://twitter.com/ypriverol/,https://twitter.com/ypriverol/status/1555801983080140800,For those teaching computational proteomics: Nice plot of Dalton vs ppm error by @RalfGabriels https://t.co/FPRdE4WC78,,
2022-08-04 11:01:25+00:00,wikidata,https://twitter.com/wikidata/,https://twitter.com/wikidata/status/1555146884720857089,Check out the current devt. state of the upcoming REST API for Wikibase: https://t.co/xBCins1hSn This will make it easier to access Wikidata’s data programmatically so that more people can build great applications on top of our data. Give us feedback here: https://t.co/yJDv87jGzQ,,
2022-08-04 08:00:31+00:00,darwintreelife,https://twitter.com/darwintreelife/,https://twitter.com/darwintreelife/status/1555101358960828418,"👀 Here's a REALLY cool new feature on the #DarwinTreeOfLife #DataPortal from the team @emblebi...

You can search by species to see exactly where our samples were collected🌳🌊

@EBPgenome @thembauk @TheBotanics @KewScience @NHM_Science @GenomeWytham

https://t.co/9I3pSfO",,
2022-08-04 07:25:31+00:00,JannisBorn,https://twitter.com/JannisBorn/,https://twitter.com/JannisBorn/status/1555092553967538179,"New feature in #paperscraper (0.2.4), our package for paper keyword searches &amp; scraping publication metadata.
 
Now you can download PDFs, either for individual papers or for scraped metadata dumps 🚀🎉

Install via pip. Code: https://t.co/qHTLT3dusq
Thx for suggestions @skepte",,
2022-08-03 10:06:43+00:00,GBIF,https://twitter.com/GBIF/,https://twitter.com/GBIF/status/1554770731497668608,"New in @MBMGjournal: Introducing guidelines for publishing DNA-derived occurrence data through biodiversity data platforms—congratulations to all the coauthors!
 https://t.co/HazZcZ5bq3",,
2022-08-02 09:48:16+00:00,jokergoo_gu,https://twitter.com/jokergoo_gu/,https://twitter.com/jokergoo_gu/status/1554403701317685254,"In this new paper, I described comprehensively the current features of ComplexHeatmap. Thank the executive editor @YongXinLiu7 from @iMetaScience journal for the paper invitation!

https://t.co/WpO8dZxq2R",,
2022-08-02 02:56:37+00:00,bio_diverse,https://twitter.com/bio_diverse/,https://twitter.com/bio_diverse/status/1554300107025178625,"Climate Endgame: Exploring catastrophic #climatechange scenarios https://t.co/GugYzG5crs
Fear is a double-edged sword: A call for robust risk assessment of high-impact, low-likelihood climate scenarios (social fragility, mass mortality). Will this help focus on solutions? Maybe",,
2022-08-01 14:01:00+00:00,PLOSCompBiol,https://twitter.com/PLOSCompBiol/,https://twitter.com/PLOSCompBiol/status/1554104915319918592,"Introducing Graphia, big graph analytics made fast and scalable. Explore any data in a hypothesis-free manner by generating stunning visualisations of data structure, then use some of the many built in tools to perform analyses.
https://t.co/zePf68hvjA",,
2022-08-01 01:09:45+00:00,TahlanLab,https://twitter.com/TahlanLab/,https://twitter.com/TahlanLab/status/1553910825781547008,"Glad to see this out finally. 
Analysis of Streptomyces Volatilomes Using Global Molecular Networking Reveals the Presence of Metabolites with Diverse Biological Activities | Microbiology Spectrum https://t.co/lfTkr2okiD",,
